monkey;task;session;trials;stimulus;selection
b;Artificial Discrimination;157,0;29,0;str;str
b;Artificial Discrimination;157,0;30,0;str;str
b;Artificial Discrimination;157,0;31,0;str;str
b;Artificial Discrimination;157,0;32,0;ctr;str
b;Artificial Discrimination;157,0;36,0;ctr;ctr
b;Artificial Discrimination;157,0;37,0;ctr;str
b;Artificial Discrimination;157,0;56,0;ctr;ctr
b;Artificial Discrimination;157,0;57,0;ctr;ctr
b;Artificial Discrimination;157,0;58,0;ctr;str
b;Artificial Discrimination;157,0;59,0;str;ctr
b;Artificial Discrimination;157,0;60,0;ctr;ctr
b;Artificial Discrimination;157,0;61,0;ctr;ctr
b;Artificial Discrimination;157,0;62,0;ctr;str
b;Artificial Discrimination;157,0;63,0;ctr;str
b;Artificial Discrimination;157,0;69,0;ctr;ctr
b;Artificial Discrimination;157,0;70,0;str;ctr
b;Artificial Discrimination;157,0;71,0;ctr;ctr
b;Artificial Discrimination;157,0;72,0;ctr;str
b;Artificial Discrimination;157,0;73,0;str;ctr
b;Artificial Discrimination;157,0;74,0;ctr;ctr
b;Artificial Discrimination;157,0;75,0;str;str
b;Artificial Discrimination;157,0;76,0;ctr;ctr
b;Artificial Discrimination;157,0;77,0;ctr;ctr
b;Artificial Discrimination;157,0;78,0;ctr;str
b;Artificial Discrimination;157,0;79,0;ctr;ctr
b;Artificial Discrimination;157,0;80,0;str;ctr
b;Artificial Discrimination;157,0;81,0;str;ctr
b;Artificial Discrimination;157,0;82,0;ctr;str
b;Artificial Discrimination;157,0;83,0;str;ctr
b;Artificial Discrimination;157,0;84,0;ctr;str
b;Artificial Discrimination;157,0;85,0;str;str
b;Artificial Discrimination;157,0;86,0;ctr;str
b;Artificial Discrimination;157,0;87,0;str;ctr
b;Artificial Discrimination;157,0;88,0;str;str
b;Artificial Discrimination;157,0;89,0;ctr;ctr
b;Artificial Discrimination;157,0;96,0;str;ctr
b;Artificial Discrimination;157,0;97,0;str;ctr
b;Artificial Discrimination;157,0;98,0;ctr;ctr
b;Artificial Discrimination;157,0;99,0;ctr;str
b;Artificial Discrimination;157,0;100,0;str;ctr
b;Artificial Discrimination;157,0;101,0;str;str
b;Artificial Discrimination;157,0;102,0;ctr;str
b;Artificial Discrimination;157,0;103,0;str;ctr
b;Artificial Discrimination;157,0;104,0;str;ctr
b;Artificial Discrimination;157,0;105,0;ctr;ctr
b;Artificial Discrimination;157,0;106,0;str;ctr
b;Artificial Discrimination;157,0;107,0;ctr;ctr
b;Artificial Discrimination;157,0;108,0;ctr;ctr
b;Artificial Discrimination;157,0;109,0;str;str
b;Artificial Discrimination;157,0;117,0;str;ctr
b;Artificial Discrimination;157,0;118,0;str;ctr
b;Artificial Discrimination;157,0;119,0;ctr;ctr
b;Artificial Discrimination;157,0;120,0;str;ctr
b;Artificial Discrimination;157,0;121,0;ctr;ctr
b;Artificial Discrimination;157,0;122,0;str;str
b;Artificial Discrimination;157,0;123,0;str;ctr
b;Artificial Discrimination;157,0;124,0;str;ctr
b;Artificial Discrimination;157,0;125,0;str;ctr
b;Artificial Discrimination;157,0;126,0;str;ctr
b;Artificial Discrimination;157,0;127,0;str;ctr
b;Artificial Discrimination;157,0;128,0;str;ctr
b;Artificial Discrimination;157,0;129,0;str;str
b;Artificial Discrimination;157,0;130,0;str;ctr
b;Artificial Discrimination;157,0;131,0;str;ctr
b;Artificial Discrimination;157,0;132,0;str;str
b;Artificial Discrimination;157,0;142,0;ctr;str
b;Artificial Discrimination;157,0;143,0;ctr;ctr
b;Artificial Discrimination;157,0;144,0;ctr;str
b;Artificial Discrimination;157,0;145,0;str;ctr
b;Artificial Discrimination;157,0;158,0;ctr;ctr
b;Artificial Discrimination;157,0;159,0;str;str
b;Artificial Discrimination;157,0;160,0;str;ctr
b;Artificial Discrimination;157,0;161,0;str;ctr
b;Artificial Discrimination;157,0;162,0;ctr;ctr
b;Artificial Discrimination;157,0;163,0;str;ctr
b;Artificial Discrimination;157,0;164,0;ctr;ctr
b;Artificial Discrimination;157,0;165,0;ctr;str
b;Artificial Discrimination;157,0;166,0;ctr;ctr
b;Artificial Discrimination;157,0;167,0;str;ctr
b;Artificial Discrimination;157,0;168,0;ctr;ctr
b;Artificial Discrimination;157,0;169,0;ctr;str
b;Artificial Discrimination;157,0;170,0;str;str
b;Artificial Discrimination;157,0;171,0;str;str
b;Artificial Discrimination;157,0;172,0;str;str
b;Artificial Discrimination;157,0;173,0;str;ctr
b;Artificial Discrimination;157,0;174,0;ctr;str
b;Artificial Discrimination;157,0;175,0;str;ctr
b;Artificial Discrimination;157,0;176,0;ctr;str
b;Artificial Discrimination;157,0;177,0;str;ctr
b;Artificial Discrimination;157,0;178,0;ctr;ctr
b;Artificial Discrimination;157,0;179,0;str;ctr
b;Artificial Discrimination;157,0;180,0;ctr;str
b;Artificial Discrimination;157,0;181,0;str;ctr
b;Artificial Discrimination;157,0;182,0;str;ctr
b;Artificial Discrimination;157,0;183,0;ctr;str
b;Artificial Discrimination;157,0;184,0;str;ctr
b;Artificial Discrimination;157,0;185,0;str;ctr
b;Artificial Discrimination;157,0;186,0;ctr;str
b;Artificial Discrimination;157,0;187,0;str;ctr
b;Artificial Discrimination;157,0;188,0;str;ctr
b;Artificial Discrimination;157,0;201,0;ctr;ctr
b;Artificial Discrimination;157,0;202,0;str;ctr
b;Artificial Discrimination;157,0;203,0;str;ctr
b;Artificial Discrimination;157,0;204,0;str;str
b;Artificial Discrimination;157,0;205,0;str;str
b;Artificial Discrimination;157,0;206,0;ctr;str
b;Artificial Discrimination;157,0;207,0;str;ctr
b;Artificial Discrimination;157,0;208,0;ctr;str
b;Artificial Discrimination;157,0;209,0;ctr;ctr
b;Artificial Discrimination;157,0;210,0;str;str
b;Artificial Discrimination;157,0;211,0;str;ctr
b;Artificial Discrimination;157,0;212,0;str;ctr
b;Artificial Discrimination;157,0;213,0;str;str
b;Artificial Discrimination;157,0;214,0;ctr;str
b;Artificial Discrimination;157,0;215,0;str;str
b;Artificial Discrimination;157,0;216,0;ctr;ctr
b;Artificial Discrimination;157,0;217,0;str;ctr
b;Artificial Discrimination;157,0;218,0;ctr;str
b;Artificial Discrimination;157,0;219,0;ctr;ctr
b;Artificial Discrimination;157,0;220,0;ctr;str
b;Artificial Discrimination;157,0;233,0;str;ctr
b;Artificial Discrimination;157,0;234,0;ctr;str
b;Artificial Discrimination;157,0;235,0;str;str
b;Artificial Discrimination;157,0;236,0;str;ctr
b;Artificial Discrimination;157,0;237,0;ctr;str
b;Artificial Discrimination;157,0;238,0;ctr;str
b;Artificial Discrimination;157,0;239,0;str;str
b;Artificial Discrimination;157,0;240,0;ctr;str
b;Artificial Discrimination;157,0;241,0;str;str
b;Artificial Discrimination;157,0;242,0;str;ctr
b;Artificial Discrimination;157,0;243,0;ctr;ctr
b;Artificial Discrimination;157,0;244,0;str;ctr
b;Artificial Discrimination;157,0;245,0;ctr;ctr
b;Artificial Discrimination;157,0;246,0;ctr;str
b;Artificial Discrimination;157,0;247,0;str;ctr
b;Artificial Discrimination;157,0;248,0;ctr;str
b;Artificial Discrimination;157,0;249,0;str;ctr
b;Artificial Discrimination;157,0;250,0;ctr;str
b;Artificial Discrimination;157,0;251,0;ctr;str
b;Artificial Discrimination;157,0;252,0;ctr;ctr
b;Artificial Discrimination;157,0;253,0;str;ctr
b;Artificial Discrimination;157,0;254,0;str;str
b;Artificial Discrimination;157,0;255,0;ctr;str
b;Artificial Discrimination;157,0;256,0;str;str
b;Artificial Discrimination;157,0;257,0;ctr;str
b;Artificial Discrimination;157,0;258,0;str;ctr
b;Artificial Discrimination;157,0;259,0;ctr;str
b;Artificial Discrimination;157,0;260,0;ctr;str
b;Artificial Discrimination;157,0;261,0;str;str
b;Artificial Discrimination;157,0;262,0;ctr;ctr
b;Artificial Discrimination;157,0;263,0;ctr;str
b;Artificial Discrimination;157,0;264,0;str;ctr
b;Artificial Discrimination;157,0;265,0;ctr;str
b;Artificial Discrimination;157,0;266,0;ctr;ctr
b;Artificial Discrimination;157,0;267,0;ctr;ctr
b;Artificial Discrimination;157,0;268,0;str;str
b;Artificial Discrimination;157,0;269,0;ctr;str
b;Artificial Discrimination;157,0;270,0;ctr;ctr
b;Artificial Discrimination;157,0;271,0;ctr;str
b;Artificial Discrimination;157,0;272,0;ctr;str
b;Artificial Discrimination;157,0;273,0;ctr;ctr
b;Artificial Discrimination;157,0;274,0;str;ctr
b;Artificial Discrimination;157,0;275,0;str;ctr
b;Artificial Discrimination;157,0;276,0;str;ctr
b;Artificial Discrimination;157,0;277,0;ctr;str
b;Artificial Discrimination;157,0;278,0;ctr;ctr
b;Artificial Discrimination;157,0;279,0;ctr;ctr
b;Artificial Discrimination;157,0;280,0;ctr;ctr
b;Artificial Discrimination;157,0;281,0;str;ctr
b;Artificial Discrimination;157,0;282,0;str;str
b;Artificial Discrimination;157,0;283,0;str;str
b;Artificial Discrimination;157,0;284,0;str;ctr
b;Artificial Discrimination;157,0;285,0;ctr;ctr
b;Artificial Discrimination;157,0;286,0;ctr;str
b;Artificial Discrimination;157,0;287,0;str;str
b;Artificial Discrimination;157,0;288,0;ctr;ctr
b;Artificial Discrimination;157,0;289,0;str;ctr
b;Artificial Discrimination;157,0;290,0;str;ctr
b;Artificial Discrimination;157,0;291,0;ctr;str
b;Artificial Discrimination;157,0;292,0;ctr;str
b;Artificial Discrimination;157,0;293,0;str;str
b;Artificial Discrimination;157,0;294,0;str;str
b;Artificial Discrimination;157,0;295,0;str;ctr
b;Artificial Discrimination;157,0;296,0;ctr;str
b;Artificial Discrimination;157,0;306,0;str;ctr
b;Artificial Discrimination;157,0;307,0;str;ctr
b;Artificial Discrimination;157,0;308,0;ctr;str
b;Artificial Discrimination;157,0;309,0;str;str
b;Artificial Discrimination;157,0;310,0;str;ctr
b;Artificial Discrimination;158,0;5,0;ctr;ctr
b;Artificial Discrimination;158,0;6,0;str;str
b;Artificial Discrimination;158,0;7,0;str;str
b;Artificial Discrimination;158,0;10,0;str;ctr
b;Artificial Discrimination;158,0;11,0;str;ctr
b;Artificial Discrimination;158,0;12,0;ctr;ctr
b;Artificial Discrimination;158,0;13,0;ctr;str
b;Artificial Discrimination;158,0;14,0;str;str
b;Artificial Discrimination;158,0;15,0;str;str
b;Artificial Discrimination;158,0;17,0;ctr;str
b;Artificial Discrimination;158,0;20,0;ctr;str
b;Artificial Discrimination;158,0;21,0;str;str
b;Artificial Discrimination;158,0;22,0;ctr;ctr
b;Artificial Discrimination;158,0;23,0;ctr;ctr
b;Artificial Discrimination;158,0;24,0;ctr;ctr
b;Artificial Discrimination;158,0;25,0;str;str
b;Artificial Discrimination;158,0;26,0;ctr;ctr
b;Artificial Discrimination;158,0;27,0;str;ctr
b;Artificial Discrimination;158,0;28,0;str;str
b;Artificial Discrimination;158,0;29,0;str;ctr
b;Artificial Discrimination;158,0;30,0;str;str
b;Artificial Discrimination;158,0;31,0;ctr;ctr
b;Artificial Discrimination;158,0;32,0;ctr;str
b;Artificial Discrimination;158,0;33,0;ctr;ctr
b;Artificial Discrimination;158,0;34,0;ctr;ctr
b;Artificial Discrimination;158,0;35,0;str;str
b;Artificial Discrimination;158,0;36,0;str;str
b;Artificial Discrimination;158,0;37,0;ctr;str
b;Artificial Discrimination;158,0;38,0;ctr;ctr
b;Artificial Discrimination;158,0;39,0;ctr;str
b;Artificial Discrimination;158,0;40,0;ctr;ctr
b;Artificial Discrimination;158,0;41,0;str;ctr
b;Artificial Discrimination;158,0;42,0;str;ctr
b;Artificial Discrimination;158,0;43,0;ctr;str
b;Artificial Discrimination;158,0;44,0;str;str
b;Artificial Discrimination;158,0;45,0;str;str
b;Artificial Discrimination;158,0;46,0;ctr;str
b;Artificial Discrimination;158,0;47,0;str;ctr
b;Artificial Discrimination;158,0;48,0;str;ctr
b;Artificial Discrimination;158,0;49,0;str;ctr
b;Artificial Discrimination;158,0;50,0;ctr;str
b;Artificial Discrimination;158,0;51,0;ctr;ctr
b;Artificial Discrimination;158,0;52,0;str;ctr
b;Artificial Discrimination;158,0;53,0;ctr;ctr
b;Artificial Discrimination;158,0;54,0;ctr;str
b;Artificial Discrimination;158,0;55,0;str;ctr
b;Artificial Discrimination;158,0;56,0;ctr;ctr
b;Artificial Discrimination;158,0;57,0;str;ctr
b;Artificial Discrimination;158,0;58,0;ctr;str
b;Artificial Discrimination;158,0;59,0;ctr;ctr
b;Artificial Discrimination;158,0;60,0;str;ctr
b;Artificial Discrimination;158,0;61,0;str;ctr
b;Artificial Discrimination;158,0;62,0;ctr;ctr
b;Artificial Discrimination;158,0;63,0;ctr;ctr
b;Artificial Discrimination;158,0;64,0;str;str
b;Artificial Discrimination;158,0;65,0;str;str
b;Artificial Discrimination;158,0;80,0;str;ctr
b;Artificial Discrimination;158,0;81,0;ctr;ctr
b;Artificial Discrimination;158,0;83,0;ctr;ctr
b;Artificial Discrimination;158,0;84,0;str;str
b;Artificial Discrimination;158,0;85,0;str;ctr
b;Artificial Discrimination;158,0;86,0;ctr;str
b;Artificial Discrimination;158,0;87,0;str;ctr
b;Artificial Discrimination;158,0;88,0;str;ctr
b;Artificial Discrimination;158,0;89,0;str;str
b;Artificial Discrimination;158,0;90,0;str;str
b;Artificial Discrimination;158,0;91,0;str;str
b;Artificial Discrimination;158,0;92,0;ctr;str
b;Artificial Discrimination;158,0;93,0;str;ctr
b;Artificial Discrimination;158,0;98,0;str;ctr
b;Artificial Discrimination;158,0;99,0;ctr;ctr
b;Artificial Discrimination;158,0;100,0;str;str
b;Artificial Discrimination;158,0;101,0;str;str
b;Artificial Discrimination;158,0;102,0;ctr;str
b;Artificial Discrimination;158,0;103,0;ctr;str
b;Artificial Discrimination;158,0;104,0;str;ctr
b;Artificial Discrimination;158,0;105,0;str;str
b;Artificial Discrimination;158,0;106,0;ctr;str
b;Artificial Discrimination;158,0;107,0;ctr;ctr
b;Artificial Discrimination;158,0;108,0;str;ctr
b;Artificial Discrimination;158,0;109,0;ctr;str
b;Artificial Discrimination;158,0;110,0;str;str
b;Artificial Discrimination;158,0;111,0;str;str
b;Artificial Discrimination;158,0;112,0;ctr;str
b;Artificial Discrimination;158,0;121,0;str;ctr
b;Artificial Discrimination;158,0;122,0;str;ctr
b;Artificial Discrimination;158,0;123,0;str;str
b;Artificial Discrimination;158,0;124,0;ctr;str
b;Artificial Discrimination;158,0;125,0;str;str
b;Artificial Discrimination;158,0;126,0;ctr;ctr
b;Artificial Discrimination;158,0;127,0;ctr;str
b;Artificial Discrimination;158,0;128,0;str;ctr
b;Artificial Discrimination;158,0;152,0;ctr;str
b;Artificial Discrimination;158,0;153,0;ctr;ctr
b;Artificial Discrimination;158,0;155,0;str;str
b;Artificial Discrimination;158,0;156,0;ctr;str
b;Artificial Discrimination;158,0;157,0;str;ctr
b;Artificial Discrimination;158,0;158,0;ctr;ctr
b;Artificial Discrimination;158,0;160,0;str;str
b;Artificial Discrimination;158,0;161,0;str;str
b;Artificial Discrimination;158,0;162,0;ctr;str
b;Artificial Discrimination;158,0;163,0;ctr;str
b;Artificial Discrimination;158,0;164,0;str;ctr
b;Artificial Discrimination;158,0;165,0;ctr;ctr
b;Artificial Discrimination;158,0;166,0;ctr;ctr
b;Artificial Discrimination;158,0;167,0;ctr;str
b;Artificial Discrimination;158,0;169,0;ctr;str
b;Artificial Discrimination;158,0;170,0;ctr;ctr
b;Artificial Discrimination;158,0;171,0;ctr;str
b;Artificial Discrimination;158,0;172,0;str;str
b;Artificial Discrimination;158,0;173,0;ctr;str
b;Artificial Discrimination;158,0;174,0;str;ctr
b;Artificial Discrimination;158,0;175,0;ctr;ctr
b;Artificial Discrimination;158,0;176,0;ctr;ctr
b;Artificial Discrimination;158,0;177,0;ctr;str
b;Artificial Discrimination;158,0;178,0;str;ctr
b;Artificial Discrimination;158,0;179,0;ctr;ctr
b;Artificial Discrimination;158,0;180,0;str;ctr
b;Artificial Discrimination;158,0;181,0;str;ctr
b;Artificial Discrimination;158,0;182,0;str;str
b;Artificial Discrimination;158,0;183,0;str;ctr
b;Artificial Discrimination;158,0;184,0;str;ctr
b;Artificial Discrimination;158,0;185,0;ctr;ctr
b;Artificial Discrimination;158,0;186,0;ctr;str
b;Artificial Discrimination;158,0;187,0;ctr;ctr
b;Artificial Discrimination;158,0;188,0;str;str
b;Artificial Discrimination;158,0;189,0;ctr;str
b;Artificial Discrimination;158,0;190,0;ctr;ctr
b;Artificial Discrimination;158,0;191,0;str;str
b;Artificial Discrimination;158,0;192,0;ctr;str
b;Artificial Discrimination;158,0;193,0;str;str
b;Artificial Discrimination;158,0;194,0;ctr;ctr
b;Artificial Discrimination;158,0;195,0;str;ctr
b;Artificial Discrimination;158,0;196,0;str;ctr
b;Artificial Discrimination;158,0;197,0;ctr;str
b;Artificial Discrimination;158,0;198,0;str;str
b;Artificial Discrimination;158,0;199,0;ctr;str
b;Artificial Discrimination;158,0;200,0;str;str
b;Artificial Discrimination;158,0;201,0;ctr;ctr
b;Artificial Discrimination;158,0;202,0;str;str
b;Artificial Discrimination;158,0;203,0;str;str
b;Artificial Discrimination;158,0;204,0;str;ctr
b;Artificial Discrimination;158,0;205,0;ctr;ctr
b;Artificial Discrimination;158,0;206,0;ctr;str
b;Artificial Discrimination;158,0;207,0;ctr;ctr
b;Artificial Discrimination;158,0;208,0;str;ctr
b;Artificial Discrimination;158,0;209,0;str;str
b;Artificial Discrimination;158,0;210,0;ctr;str
b;Artificial Discrimination;158,0;211,0;ctr;str
b;Artificial Discrimination;158,0;232,0;str;str
b;Artificial Discrimination;158,0;233,0;ctr;ctr
b;Artificial Discrimination;158,0;234,0;str;ctr
b;Artificial Discrimination;158,0;235,0;ctr;ctr
b;Artificial Discrimination;158,0;236,0;ctr;ctr
b;Artificial Discrimination;158,0;237,0;str;str
b;Artificial Discrimination;158,0;238,0;str;str
b;Artificial Discrimination;158,0;239,0;ctr;ctr
b;Artificial Discrimination;158,0;240,0;str;ctr
b;Artificial Discrimination;158,0;241,0;str;str
b;Artificial Discrimination;158,0;242,0;ctr;str
b;Artificial Discrimination;158,0;243,0;ctr;str
b;Artificial Discrimination;158,0;244,0;ctr;ctr
b;Artificial Discrimination;158,0;245,0;ctr;str
b;Artificial Discrimination;159,0;1,0;ctr;str
b;Artificial Discrimination;159,0;2,0;ctr;str
b;Artificial Discrimination;159,0;3,0;ctr;ctr
b;Artificial Discrimination;159,0;4,0;ctr;ctr
b;Artificial Discrimination;159,0;5,0;str;ctr
b;Artificial Discrimination;159,0;6,0;str;ctr
b;Artificial Discrimination;159,0;7,0;ctr;str
b;Artificial Discrimination;159,0;8,0;str;ctr
b;Artificial Discrimination;159,0;9,0;str;ctr
b;Artificial Discrimination;159,0;10,0;str;ctr
b;Artificial Discrimination;159,0;11,0;str;str
b;Artificial Discrimination;159,0;12,0;ctr;ctr
b;Artificial Discrimination;159,0;13,0;str;str
b;Artificial Discrimination;159,0;14,0;ctr;str
b;Artificial Discrimination;159,0;15,0;str;str
b;Artificial Discrimination;159,0;16,0;str;str
b;Artificial Discrimination;159,0;17,0;ctr;str
b;Artificial Discrimination;159,0;18,0;ctr;str
b;Artificial Discrimination;159,0;19,0;ctr;ctr
b;Artificial Discrimination;159,0;20,0;str;ctr
b;Artificial Discrimination;159,0;21,0;ctr;str
b;Artificial Discrimination;159,0;22,0;ctr;str
b;Artificial Discrimination;159,0;23,0;str;ctr
b;Artificial Discrimination;159,0;24,0;str;str
b;Artificial Discrimination;159,0;25,0;ctr;ctr
b;Artificial Discrimination;159,0;26,0;str;str
b;Artificial Discrimination;159,0;27,0;str;str
b;Artificial Discrimination;159,0;33,0;str;ctr
b;Artificial Discrimination;159,0;34,0;ctr;ctr
b;Artificial Discrimination;159,0;35,0;ctr;str
b;Artificial Discrimination;159,0;36,0;ctr;str
b;Artificial Discrimination;159,0;42,0;str;ctr
b;Artificial Discrimination;159,0;43,0;ctr;ctr
b;Artificial Discrimination;159,0;44,0;ctr;str
b;Artificial Discrimination;159,0;45,0;str;ctr
b;Artificial Discrimination;159,0;46,0;str;str
b;Artificial Discrimination;159,0;47,0;ctr;str
b;Artificial Discrimination;159,0;48,0;ctr;ctr
b;Artificial Discrimination;159,0;49,0;str;str
b;Artificial Discrimination;159,0;50,0;ctr;ctr
b;Artificial Discrimination;159,0;51,0;str;str
b;Artificial Discrimination;159,0;52,0;ctr;str
b;Artificial Discrimination;159,0;53,0;ctr;ctr
b;Artificial Discrimination;159,0;54,0;str;str
b;Artificial Discrimination;159,0;55,0;ctr;str
b;Artificial Discrimination;159,0;56,0;str;ctr
b;Artificial Discrimination;159,0;57,0;ctr;ctr
b;Artificial Discrimination;159,0;58,0;str;str
b;Artificial Discrimination;159,0;59,0;str;ctr
b;Artificial Discrimination;159,0;60,0;ctr;str
b;Artificial Discrimination;159,0;75,0;str;ctr
b;Artificial Discrimination;159,0;76,0;ctr;ctr
b;Artificial Discrimination;159,0;77,0;str;ctr
b;Artificial Discrimination;159,0;78,0;ctr;ctr
b;Artificial Discrimination;159,0;79,0;str;str
b;Artificial Discrimination;159,0;80,0;ctr;ctr
b;Artificial Discrimination;159,0;81,0;ctr;str
b;Artificial Discrimination;159,0;82,0;str;str
b;Artificial Discrimination;159,0;83,0;ctr;ctr
b;Artificial Discrimination;159,0;84,0;str;str
b;Artificial Discrimination;159,0;103,0;ctr;str
b;Artificial Discrimination;159,0;104,0;str;ctr
b;Artificial Discrimination;159,0;105,0;ctr;str
b;Artificial Discrimination;159,0;106,0;ctr;ctr
b;Artificial Discrimination;159,0;107,0;str;ctr
b;Artificial Discrimination;159,0;108,0;str;ctr
b;Artificial Discrimination;159,0;109,0;ctr;str
b;Artificial Discrimination;159,0;110,0;str;ctr
b;Artificial Discrimination;159,0;111,0;str;ctr
b;Artificial Discrimination;159,0;112,0;ctr;str
b;Artificial Discrimination;159,0;113,0;ctr;ctr
b;Artificial Discrimination;159,0;146,0;str;ctr
b;Artificial Discrimination;159,0;158,0;ctr;ctr
b;Artificial Discrimination;159,0;159,0;ctr;ctr
b;Artificial Discrimination;159,0;160,0;str;ctr
b;Artificial Discrimination;159,0;161,0;str;ctr
b;Artificial Discrimination;159,0;162,0;str;ctr
b;Artificial Discrimination;159,0;164,0;ctr;ctr
b;Artificial Discrimination;159,0;165,0;str;ctr
b;Artificial Discrimination;159,0;166,0;str;str
b;Artificial Discrimination;160,0;8,0;str;ctr
b;Artificial Discrimination;160,0;9,0;str;str
b;Artificial Discrimination;160,0;23,0;ctr;str
b;Artificial Discrimination;160,0;24,0;str;ctr
b;Artificial Discrimination;160,0;25,0;ctr;str
b;Artificial Discrimination;160,0;26,0;str;ctr
b;Artificial Discrimination;160,0;27,0;ctr;str
b;Artificial Discrimination;160,0;28,0;str;ctr
b;Artificial Discrimination;160,0;29,0;ctr;ctr
b;Artificial Discrimination;160,0;30,0;str;str
b;Artificial Discrimination;160,0;31,0;ctr;ctr
b;Artificial Discrimination;160,0;32,0;str;ctr
b;Artificial Discrimination;160,0;33,0;ctr;str
b;Artificial Discrimination;160,0;34,0;str;ctr
b;Artificial Discrimination;160,0;35,0;ctr;ctr
b;Artificial Discrimination;160,0;36,0;ctr;ctr
b;Artificial Discrimination;160,0;37,0;ctr;str
b;Artificial Discrimination;160,0;39,0;str;ctr
b;Artificial Discrimination;160,0;40,0;str;str
b;Artificial Discrimination;160,0;41,0;str;str
b;Artificial Discrimination;160,0;42,0;ctr;str
b;Artificial Discrimination;160,0;50,0;str;ctr
b;Artificial Discrimination;160,0;51,0;ctr;ctr
b;Artificial Discrimination;160,0;52,0;str;ctr
b;Artificial Discrimination;160,0;53,0;ctr;ctr
b;Artificial Discrimination;160,0;54,0;str;str
b;Artificial Discrimination;160,0;55,0;str;ctr
b;Artificial Discrimination;160,0;56,0;ctr;str
b;Artificial Discrimination;160,0;57,0;str;ctr
b;Artificial Discrimination;160,0;58,0;ctr;str
b;Artificial Discrimination;160,0;59,0;ctr;ctr
b;Artificial Discrimination;160,0;60,0;str;str
b;Artificial Discrimination;160,0;61,0;ctr;ctr
b;Artificial Discrimination;160,0;62,0;str;str
b;Artificial Discrimination;160,0;63,0;str;ctr
b;Artificial Discrimination;160,0;65,0;ctr;str
b;Artificial Discrimination;160,0;66,0;str;ctr
b;Artificial Discrimination;160,0;67,0;ctr;ctr
b;Artificial Discrimination;160,0;68,0;str;str
b;Artificial Discrimination;160,0;69,0;str;str
b;Artificial Discrimination;160,0;70,0;ctr;str
b;Artificial Discrimination;160,0;71,0;str;ctr
b;Artificial Discrimination;160,0;72,0;ctr;str
b;Artificial Discrimination;160,0;73,0;str;str
b;Artificial Discrimination;160,0;74,0;ctr;ctr
b;Artificial Discrimination;160,0;75,0;ctr;str
b;Artificial Discrimination;160,0;76,0;ctr;ctr
b;Artificial Discrimination;160,0;77,0;str;str
b;Artificial Discrimination;160,0;78,0;ctr;ctr
b;Artificial Discrimination;160,0;79,0;ctr;ctr
b;Artificial Discrimination;160,0;92,0;ctr;ctr
b;Artificial Discrimination;160,0;93,0;ctr;ctr
b;Artificial Discrimination;160,0;94,0;str;ctr
b;Artificial Discrimination;160,0;95,0;str;str
b;Artificial Discrimination;160,0;96,0;ctr;str
b;Artificial Discrimination;160,0;97,0;str;ctr
b;Artificial Discrimination;160,0;98,0;str;ctr
b;Artificial Discrimination;160,0;99,0;str;ctr
b;Artificial Discrimination;160,0;100,0;str;str
b;Artificial Discrimination;160,0;101,0;ctr;ctr
b;Artificial Discrimination;160,0;102,0;ctr;str
b;Artificial Discrimination;160,0;103,0;str;str
b;Artificial Discrimination;160,0;104,0;str;str
b;Artificial Discrimination;160,0;105,0;str;str
b;Artificial Discrimination;160,0;106,0;ctr;ctr
b;Artificial Discrimination;160,0;107,0;ctr;str
b;Artificial Discrimination;160,0;108,0;str;ctr
b;Artificial Discrimination;160,0;109,0;ctr;ctr
b;Artificial Discrimination;160,0;110,0;str;ctr
b;Artificial Discrimination;160,0;111,0;str;ctr
b;Artificial Discrimination;160,0;112,0;str;ctr
b;Artificial Discrimination;160,0;113,0;ctr;ctr
b;Artificial Discrimination;160,0;114,0;ctr;ctr
b;Artificial Discrimination;160,0;115,0;str;ctr
b;Artificial Discrimination;160,0;130,0;str;ctr
b;Artificial Discrimination;160,0;131,0;str;ctr
b;Artificial Discrimination;160,0;132,0;str;ctr
b;Artificial Discrimination;160,0;133,0;str;ctr
b;Artificial Discrimination;160,0;134,0;str;ctr
b;Artificial Discrimination;160,0;135,0;str;ctr
b;Artificial Discrimination;160,0;136,0;str;str
b;Artificial Discrimination;160,0;137,0;str;str
b;Artificial Discrimination;160,0;138,0;str;ctr
b;Artificial Discrimination;160,0;139,0;str;ctr
b;Artificial Discrimination;160,0;140,0;str;ctr
b;Artificial Discrimination;160,0;141,0;str;ctr
b;Artificial Discrimination;160,0;142,0;str;ctr
b;Artificial Discrimination;160,0;143,0;str;ctr
b;Artificial Discrimination;160,0;144,0;str;str
b;Artificial Discrimination;160,0;145,0;str;str
b;Artificial Discrimination;160,0;146,0;ctr;str
b;Artificial Discrimination;160,0;147,0;str;ctr
b;Artificial Discrimination;160,0;148,0;str;ctr
b;Artificial Discrimination;160,0;149,0;ctr;str
b;Artificial Discrimination;160,0;150,0;str;ctr
b;Artificial Discrimination;160,0;151,0;str;ctr
b;Artificial Discrimination;160,0;152,0;ctr;str
b;Artificial Discrimination;160,0;153,0;str;ctr
b;Artificial Discrimination;160,0;154,0;str;ctr
b;Artificial Discrimination;160,0;168,0;ctr;ctr
b;Artificial Discrimination;160,0;169,0;ctr;str
b;Artificial Discrimination;160,0;170,0;ctr;ctr
b;Artificial Discrimination;160,0;171,0;str;ctr
b;Artificial Discrimination;160,0;172,0;ctr;ctr
